street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,date
4008 GREY LIVERY WAY,ANTELOPE,095843,CA,3,2,1669,Residential,Fri May 16 00:00:00 EDT 2008,168750,38.71846,-121.370862,Fri
8920 ROSETTA CIR,SACRAMENTO,095826,CA,3,1,1029,Residential,Fri May 16 00:00:00 EDT 2008,168750,38.544374,-121.370874,Fri
8300 LICHEN DR,CITRUS HEIGHTS,095621,CA,3,1,1103,Residential,Fri May 16 00:00:00 EDT 2008,170000,38.71641,-121.306239,Fri
8884 AMBERJACK WAY,SACRAMENTO,095828,CA,3,2,2161,Residential,Fri May 16 00:00:00 EDT 2008,170250,38.479343,-121.372553,Fri
4480 VALLEY HI DR,SACRAMENTO,095823,CA,3,2,1650,Residential,Fri May 16 00:00:00 EDT 2008,173000,38.466781,-121.450955,Fri
2250 FOREBAY RD,POLLOCK PINES,095726,CA,3,1,1320,Residential,Fri May 16 00:00:00 EDT 2008,175000,38.77491,-120.597599,Fri
3529 FABERGE WAY,SACRAMENTO,095826,CA,3,2,1200,Residential,Fri May 16 00:00:00 EDT 2008,176095,38.553275,-121.346218,Fri
1792 DAWNELLE WAY,SACRAMENTO,095835,CA,3,2,1170,Residential,Fri May 16 00:00:00 EDT 2008,176250,38.68271,-121.501697,Fri
7800 TABARE CT,CITRUS HEIGHTS,095621,CA,3,2,1199,Residential,Fri May 16 00:00:00 EDT 2008,178000,38.70799,-121.302979,Fri
8531 HERMITAGE WAY,SACRAMENTO,095823,CA,4,2,1695,Residential,Fri May 16 00:00:00 EDT 2008,179000,38.448452,-121.428536,Fri
2421 BERRYWOOD DR,RANCHO CORDOVA,095670,CA,3,2,1157,Residential,Fri May 16 00:00:00 EDT 2008,180000,38.60868,-121.27849,Fri
1005 MORENO WAY,SACRAMENTO,095838,CA,3,2,1410,Residential,Fri May 16 00:00:00 EDT 2008,180000,38.646206,-121.442767,Fri
1675 VERNON ST Unit 24,ROSEVILLE,095678,CA,3,2,1174,Residential,Fri May 16 00:00:00 EDT 2008,180000,38.734136,-121.299639,Fri
24 WINDCHIME CT,SACRAMENTO,095823,CA,3,2,1593,Residential,Fri May 16 00:00:00 EDT 2008,181000,38.44617,-121.427824,Fri
540 HARLING CT,RIO LINDA,095673,CA,3,2,1093,Residential,Fri May 16 00:00:00 EDT 2008,182000,38.68279,-121.453509,Fri
1207 CRESCENDO DR,ROSEVILLE,095678,CA,3,2,1770,Residential,Fri May 16 00:00:00 EDT 2008,182587,38.72446,-121.292829,Fri
7577 EDDYLEE WAY,SACRAMENTO,095822,CA,4,2,1436,Residential,Fri May 16 00:00:00 EDT 2008,185074,38.48291,-121.491509,Fri
8369 FOPPIANO WAY,SACRAMENTO,095829,CA,3,2,1124,Residential,Fri May 16 00:00:00 EDT 2008,185833,38.453839,-121.357919,Fri
8817 SAWTELLE WAY,SACRAMENTO,095826,CA,4,2,1139,Residential,Fri May 16 00:00:00 EDT 2008,186785,38.565322,-121.374251,Fri
1910 BONAVISTA WAY,SACRAMENTO,095832,CA,3,2,1638,Residential,Fri May 16 00:00:00 EDT 2008,187000,38.476048,-121.494961,Fri
8 TIDE CT,SACRAMENTO,095833,CA,3,2,1328,Residential,Fri May 16 00:00:00 EDT 2008,188335,38.609864,-121.492304,Fri
8952 ROCKY CREEK CT,ELK GROVE,095758,CA,3,2,1273,Residential,Fri May 16 00:00:00 EDT 2008,190000,38.431239,-121.44001,Fri
435 EXCHANGE ST,SACRAMENTO,095838,CA,3,1,1082,Residential,Fri May 16 00:00:00 EDT 2008,190000,38.659434,-121.455236,Fri
10105 MONTE VALLO CT,SACRAMENTO,095827,CA,4,2,1578,Residential,Fri May 16 00:00:00 EDT 2008,190000,38.573917,-121.316916,Fri
3930 ANNABELLE AVE,ROSEVILLE,095661,CA,2,1,796,Residential,Fri May 16 00:00:00 EDT 2008,190000,38.727609,-121.226494,Fri
4854 TANGERINE AVE,SACRAMENTO,095823,CA,3,2,1386,Residential,Fri May 16 00:00:00 EDT 2008,191250,38.478239,-121.446326,Fri
2909 SHAWN WAY,RANCHO CORDOVA,095670,CA,3,2,1452,Residential,Fri May 16 00:00:00 EDT 2008,193000,38.589925,-121.299059,Fri
4290 BLACKFORD WAY,SACRAMENTO,095823,CA,3,2,1513,Residential,Fri May 16 00:00:00 EDT 2008,193500,38.470494,-121.454162,Fri
7015 WOODSIDE DR,SACRAMENTO,095842,CA,4,2,1578,Residential,Fri May 16 00:00:00 EDT 2008,195000,38.693071,-121.332365,Fri
6019 CHESHIRE WAY,CITRUS HEIGHTS,095610,CA,4,3,1736,Residential,Fri May 16 00:00:00 EDT 2008,195000,38.676437,-121.279165,Fri
2561 VERNA WAY,SACRAMENTO,095821,CA,3,1,1473,Residential,Fri May 16 00:00:00 EDT 2008,195000,38.611055,-121.369964,Fri
3522 22ND AVE,SACRAMENTO,095820,CA,3,1,1150,Residential,Fri May 16 00:00:00 EDT 2008,198000,38.532725,-121.469078,Fri
2880 CANDIDO DR,SACRAMENTO,095833,CA,3,2,1127,Residential,Fri May 16 00:00:00 EDT 2008,199900,38.618019,-121.510215,Fri
6908 PIN OAK CT,FAIR OAKS,095628,CA,3,1,1144,Residential,Fri May 16 00:00:00 EDT 2008,200000,38.66424,-121.303675,Fri
5733 ANGELINA AVE,CARMICHAEL,095608,CA,3,1,972,Residential,Fri May 16 00:00:00 EDT 2008,201000,38.622634,-121.330846,Fri
7849 BONNY DOWNS WAY,ELK GROVE,095758,CA,4,2,2306,Residential,Fri May 16 00:00:00 EDT 2008,204918,38.42139,-121.411339,Fri
8716 LONGSPUR WAY,ANTELOPE,095843,CA,3,2,1479,Residential,Fri May 16 00:00:00 EDT 2008,205000,38.724083,-121.3584,Fri
6320 EL DORADO ST,EL DORADO,095623,CA,2,1,1040,Residential,Fri May 16 00:00:00 EDT 2008,205000,38.678758,-120.844118,Fri
2328 DOROTHY JUNE WAY,SACRAMENTO,095838,CA,3,2,1430,Residential,Fri May 16 00:00:00 EDT 2008,205878,38.641727,-121.412703,Fri
1986 DANVERS WAY,SACRAMENTO,095832,CA,4,2,1800,Residential,Fri May 16 00:00:00 EDT 2008,207000,38.47723,-121.492568,Fri
7901 GAZELLE TRAIL WAY,ANTELOPE,095843,CA,4,2,1953,Residential,Fri May 16 00:00:00 EDT 2008,207744,38.71174,-121.342675,Fri
6080 BRIDGECROSS DR,SACRAMENTO,095835,CA,3,2,1120,Residential,Fri May 16 00:00:00 EDT 2008,209000,38.681952,-121.505009,Fri
20 GROTH CIR,SACRAMENTO,095834,CA,3,2,1232,Residential,Fri May 16 00:00:00 EDT 2008,210000,38.640807,-121.533522,Fri
1900 DANBROOK DR,SACRAMENTO,095835,AC,1,1,984,Condo,Fri May 16 00:00:00 EDT 2008,210944,-121.503471,38.668433,Fri
8442 KEUSMAN ST,ELK GROVE,095758,CA,4,2,2329,Residential,Fri May 16 00:00:00 EDT 2008,213750,38.449651,-121.414704,Fri
9552 SUNLIGHT LN,ELK GROVE,095758,CA,3,2,1351,Residential,Fri May 16 00:00:00 EDT 2008,215000,38.410561,-121.404327,Fri
1407 TIFFANY CIR,ROSEVILLE,095661,CA,4,1,1376,Residential,Fri May 16 00:00:00 EDT 2008,215000,38.736392,-121.2664,Fri
636 CRESTVIEW DR,DIAMOND SPRINGS,095619,CA,3,2,1300,Residential,Fri May 16 00:00:00 EDT 2008,216033,38.688255,-120.810235,Fri
1528 HESKET WAY,SACRAMENTO,095825,CA,4,2,1566,Residential,Fri May 16 00:00:00 EDT 2008,220000,38.593598,-121.403637,Fri
2327 32ND ST,SACRAMENTO,095817,CA,2,1,1115,Residential,Fri May 16 00:00:00 EDT 2008,220000,38.557433,-121.47034,Fri
1833 2ND AVE,SACRAMENTO,095818,CA,2,1,1032,Residential,Fri May 16 00:00:00 EDT 2008,220000,38.556818,-121.490669,Fri
7252 CARRIAGE DR,CITRUS HEIGHTS,095621,CA,4,2,1419,Residential,Fri May 16 00:00:00 EDT 2008,220000,38.698058,-121.294893,Fri
9815 PASO FINO WAY,ELK GROVE,095757,CA,3,2,1261,Residential,Fri May 16 00:00:00 EDT 2008,220000,38.404888,-121.443998,Fri
5532 ENGLE RD,CARMICHAEL,095608,CA,2,2,1637,Residential,Fri May 16 00:00:00 EDT 2008,220702,38.63173,-121.335286,Fri
1139 CLINTON RD,SACRAMENTO,095825,CA,4,2,1776,Multi-Family,Fri May 16 00:00:00 EDT 2008,221250,38.585291,-121.406824,Fri
9176 SAGE GLEN WAY,ELK GROVE,095758,CA,3,2,1338,Residential,Fri May 16 00:00:00 EDT 2008,222000,38.423913,-121.439115,Fri
9264 BOULDER RIVER WAY,ELK GROVE,095624,CA,5,2,2254,Residential,Fri May 16 00:00:00 EDT 2008,222750,38.421713,-121.345191,Fri
320 GROTH CIR,SACRAMENTO,095834,CA,3,2,1441,Residential,Fri May 16 00:00:00 EDT 2008,225000,38.638882,-121.531883,Fri
137 GUNNISON AVE,SACRAMENTO,095838,CA,4,2,1991,Residential,Fri May 16 00:00:00 EDT 2008,225000,38.650729,-121.466483,Fri
8209 RIVALLO WAY,SACRAMENTO,095829,CA,4,3,2126,Residential,Fri May 16 00:00:00 EDT 2008,228750,38.459524,-121.3501,Fri
8637 PERIWINKLE CIR,ELK GROVE,095624,CA,3,2,1094,Residential,Fri May 16 00:00:00 EDT 2008,229000,38.443184,-121.364388,Fri
3425 MEADOW WAY,ROCKLIN,095677,CA,3,2,1462,Residential,Fri May 16 00:00:00 EDT 2008,230095,38.798028,-121.235364,Fri
107 JARVIS CIR,SACRAMENTO,095834,CA,5,3,2258,Residential,Fri May 16 00:00:00 EDT 2008,232500,38.639891,-121.537603,Fri
2319 THORES ST,RANCHO CORDOVA,095670,CA,3,2,1074,Residential,Fri May 16 00:00:00 EDT 2008,233000,38.59675,-121.312716,Fri
8935 MOUNTAIN HOME CT,ELK GROVE,095624,CA,4,2,2111,Residential,Fri May 16 00:00:00 EDT 2008,233500,38.38751,-121.370276,Fri
2566 SERENATA WAY,SACRAMENTO,095835,CA,3,2,1686,Residential,Fri May 16 00:00:00 EDT 2008,239000,38.671556,-121.520916,Fri
4085 COUNTRY DR,ANTELOPE,095843,CA,4,3,1915,Residential,Fri May 16 00:00:00 EDT 2008,240000,38.706209,-121.369509,Fri
9297 TROUT WAY,ELK GROVE,095624,CA,4,2,2367,Residential,Fri May 16 00:00:00 EDT 2008,240000,38.420637,-121.375798,Fri
7 ARCHIBALD CT,SACRAMENTO,095823,CA,3,2,1962,Residential,Fri May 16 00:00:00 EDT 2008,240971,38.443305,-121.435296,Fri
11130 EEL RIVER CT,RANCHO CORDOVA,095670,CA,2,2,1406,Residential,Fri May 16 00:00:00 EDT 2008,242000,38.625932,-121.271517,Fri
8323 REDBANK WAY,SACRAMENTO,095829,CA,3,2,1789,Residential,Fri May 16 00:00:00 EDT 2008,243450,38.455753,-121.349273,Fri
16 BRONCO CREEK CT,SACRAMENTO,095835,CA,4,2,1876,Residential,Fri May 16 00:00:00 EDT 2008,243500,38.674226,-121.525497,Fri
8316 NORTHAM DR,ANTELOPE,095843,CA,3,2,1235,Residential,Fri May 16 00:00:00 EDT 2008,246544,38.720767,-121.376678,Fri
4240 WINJE DR,ANTELOPE,095843,CA,4,2,2504,Residential,Fri May 16 00:00:00 EDT 2008,246750,38.70884,-121.359559,Fri
5118 ROBANDER ST,CARMICHAEL,095608,CA,3,2,1676,Residential,Fri May 16 00:00:00 EDT 2008,247000,38.657267,-121.310352,Fri
5976 KYLENCH CT,CITRUS HEIGHTS,095621,CA,3,2,1367,Residential,Fri May 16 00:00:00 EDT 2008,249000,38.708966,-121.32467,Fri
9247 DELAIR WAY,ELK GROVE,095758,CA,4,3,1899,Residential,Fri May 16 00:00:00 EDT 2008,249000,38.422241,-121.458022,Fri
9054 DESCENDANT DR,ELK GROVE,095758,CA,3,2,1636,Residential,Fri May 16 00:00:00 EDT 2008,250000,38.428852,-121.415628,Fri
3450 WHITNOR CT,SACRAMENTO,095821,CA,3,2,1828,Residential,Fri May 16 00:00:00 EDT 2008,250000,38.627698,-121.369698,Fri
9355 MATADOR WAY,SACRAMENTO,095826,CA,4,2,1438,Residential,Fri May 16 00:00:00 EDT 2008,252000,38.555633,-121.350691,Fri
8671 SUMMER SUN WAY,ELK GROVE,095624,CA,3,2,1451,Residential,Fri May 16 00:00:00 EDT 2008,255000,38.442845,-121.373272,Fri
1890 GENEVA PL,SACRAMENTO,095825,CA,3,1,1520,Residential,Fri May 16 00:00:00 EDT 2008,255000,38.599449,-121.400305,Fri
1813 AVENIDA MARTINA,ROSEVILLE,095747,CA,3,2,1506,Residential,Fri May 16 00:00:00 EDT 2008,255000,38.776649,-121.339589,Fri
191 BARNHART CIR,SACRAMENTO,095835,CA,4,2,2605,Residential,Fri May 16 00:00:00 EDT 2008,257200,38.675594,-121.515878,Fri
6221 GREEN TOP WAY,ORANGEVALE,095662,CA,3,2,1196,Residential,Fri May 16 00:00:00 EDT 2008,260000,38.679409,-121.219107,Fri
2298 PRIMROSE LN,LINCOLN,095648,CA,3,2,1621,Residential,Fri May 16 00:00:00 EDT 2008,260000,38.89918,-121.322514,Fri
5635 LOS PUEBLOS WAY,SACRAMENTO,095835,CA,3,2,1811,Residential,Fri May 16 00:00:00 EDT 2008,263500,38.679191,-121.537622,Fri
10165 LOFTON WAY,ELK GROVE,095757,CA,3,2,1540,Residential,Fri May 16 00:00:00 EDT 2008,266510,38.387708,-121.436522,Fri
9949 NESTLING CIR,ELK GROVE,095757,CA,3,2,1543,Residential,Fri May 16 00:00:00 EDT 2008,275000,38.397455,-121.468391,Fri
2915 HOLDREGE WAY,SACRAMENTO,095835,CA,5,3,2494,Residential,Fri May 16 00:00:00 EDT 2008,276000,38.663728,-121.525833,Fri
2678 BRIARTON DR,LINCOLN,095648,CA,3,2,1650,Residential,Fri May 16 00:00:00 EDT 2008,276500,38.844116,-121.274806,Fri
294 SPARROW DR,GALT,095632,CA,4,3,2214,Residential,Fri May 16 00:00:00 EDT 2008,278000,38.258976,-121.321266,Fri
2987 DIORITE WAY,SACRAMENTO,095835,CA,5,3,2280,Residential,Fri May 16 00:00:00 EDT 2008,279000,38.667332,-121.528276,Fri
6326 APPIAN WAY,CARMICHAEL,095608,CA,3,2,1443,Residential,Fri May 16 00:00:00 EDT 2008,280000,38.66266,-121.316858,Fri
6905 COBALT WAY,CITRUS HEIGHTS,095621,CA,4,2,1582,Residential,Fri May 16 00:00:00 EDT 2008,280000,38.691393,-121.305215,Fri
8986 HAFLINGER WAY,ELK GROVE,095757,CA,3,2,1857,Residential,Fri May 16 00:00:00 EDT 2008,285000,38.397923,-121.450219,Fri
2916 BABSON DR,ELK GROVE,095758,CA,3,2,1735,Residential,Fri May 16 00:00:00 EDT 2008,288000,38.417191,-121.473897,Fri
10133 NEBBIOLO CT,ELK GROVE,095624,CA,4,3,2096,Residential,Fri May 16 00:00:00 EDT 2008,289000,38.391085,-121.347231,Fri
1103 COMMONS DR,SACRAMENTO,095825,CA,3,2,1720,Residential,Fri May 16 00:00:00 EDT 2008,290000,38.567865,-121.410699,Fri
4636 TEAL BAY CT,ANTELOPE,095843,CA,4,2,2160,Residential,Fri May 16 00:00:00 EDT 2008,290000,38.704554,-121.354753,Fri
1524 YOUNGS AVE,SACRAMENTO,095838,CA,4,2,1382,Residential,Fri May 16 00:00:00 EDT 2008,293996,38.644927,-121.43054,Fri
8463 TERRACOTTA CT,ELK GROVE,095624,CA,4,2,1721,Residential,Fri May 16 00:00:00 EDT 2008,294173,38.450548,-121.363002,Fri
5747 KING RD,LOOMIS,095650,CA,4,2,1328,Residential,Fri May 16 00:00:00 EDT 2008,295000,38.825096,-121.198432,Fri
9204 TROUT WAY,ELK GROVE,095624,CA,4,2,1982,Residential,Fri May 16 00:00:00 EDT 2008,298000,38.422221,-121.375799,Fri
1828 2ND AVE,SACRAMENTO,095818,CA,2,1,1144,Residential,Fri May 16 00:00:00 EDT 2008,299000,38.556844,-121.490769,Fri
1113 COMMONS DR,SACRAMENTO,095825,CA,2,2,1623,Residential,Fri May 16 00:00:00 EDT 2008,300000,38.567795,-121.410703,Fri
2341 BIG STRIKE TRL,COOL,095614,CA,3,2,1457,Residential,Fri May 16 00:00:00 EDT 2008,300000,38.905927,-120.975169,Fri
9452 RED SPRUCE WAY,ELK GROVE,095624,CA,6,3,2555,Residential,Fri May 16 00:00:00 EDT 2008,300000,38.404505,-121.346938,Fri
5776 TERRACE DR,ROCKLIN,095765,CA,3,2,1577,Residential,Fri May 16 00:00:00 EDT 2008,300567,38.800539,-121.260979,Fri
5908 MCLEAN DR,ELK GROVE,095757,CA,5,3,2592,Residential,Fri May 16 00:00:00 EDT 2008,303000,38.38912,-121.434389,Fri
8215 PEREGRINE WAY,CITRUS HEIGHTS,095610,CA,3,2,1401,Residential,Fri May 16 00:00:00 EDT 2008,305000,38.715493,-121.26293,Fri
2949 PANAMA AVE,CARMICHAEL,095608,CA,3,2,1502,Residential,Fri May 16 00:00:00 EDT 2008,310000,38.618369,-121.326187,Fri
1356 HARTLEY WAY,FOLSOM,095630,CA,3,2,1327,Residential,Fri May 16 00:00:00 EDT 2008,310000,38.651617,-121.131674,Fri
633 HANISCH DR,ROSEVILLE,095678,CA,4,3,1800,Residential,Fri May 16 00:00:00 EDT 2008,310000,38.76349,-121.275881,Fri
63 ANGEL ISLAND CIR,SACRAMENTO,095831,CA,4,2,2169,Residential,Fri May 16 00:00:00 EDT 2008,311518,38.490408,-121.547664,Fri
1571 WILD OAK LN,LINCOLN,095648,CA,5,3,2457,Residential,Fri May 16 00:00:00 EDT 2008,312000,38.844144,-121.274174,Fri
5601 SPINDRIFT LN,ORANGEVALE,095662,CA,4,2,2004,Residential,Fri May 16 00:00:00 EDT 2008,315000,38.668289,-121.192316,Fri
652 FIFTEEN MILE DR,ROSEVILLE,095678,CA,4,3,2212,Residential,Fri May 16 00:00:00 EDT 2008,315000,38.775872,-121.298864,Fri
7921 DOE TRAIL WAY,ANTELOPE,095843,CA,5,3,3134,Residential,Fri May 16 00:00:00 EDT 2008,315000,38.711927,-121.343608,Fri
4204 LUSK DR,SACRAMENTO,095864,CA,3,2,1360,Residential,Fri May 16 00:00:00 EDT 2008,315000,38.606569,-121.368424,Fri
5608 ROSEDALE WAY,SACRAMENTO,095822,CA,3,2,1276,Residential,Fri May 16 00:00:00 EDT 2008,320000,38.525115,-121.518689,Fri
3372 BERETANIA WAY,SACRAMENTO,095834,CA,4,3,2962,Residential,Fri May 16 00:00:00 EDT 2008,322000,38.64977,-121.53448,Fri
2422 STEFANIE DR,ROCKLIN,095765,CA,4,2,1888,Residential,Fri May 16 00:00:00 EDT 2008,325000,38.82273,-121.26424,Fri
1214 DAWNWOOD DR,GALT,095632,CA,3,2,1548,Residential,Fri May 16 00:00:00 EDT 2008,328370,38.290119,-121.286023,Fri
3349 CORVINA DR,RANCHO CORDOVA,095670,CA,4,3,2109,Residential,Fri May 16 00:00:00 EDT 2008,330000,38.580545,-121.279016,Fri
10254 JULIANA WAY,SACRAMENTO,095827,CA,4,2,2484,Residential,Fri May 16 00:00:00 EDT 2008,331200,38.56803,-121.309966,Fri
149 OPUS CIR,SACRAMENTO,095834,CA,4,3,2258,Residential,Fri May 16 00:00:00 EDT 2008,332000,38.6354,-121.53499,Fri
580 REGENCY PARK CIR,SACRAMENTO,095835,CA,3,3,2212,Residential,Fri May 16 00:00:00 EDT 2008,334000,38.674864,-121.4958,Fri
5544 CAMAS CT,ORANGEVALE,095662,CA,3,2,1616,Residential,Fri May 16 00:00:00 EDT 2008,335000,38.667703,-121.209456,Fri
5102 ARCHCREST WAY,SACRAMENTO,095835,CA,4,2,2372,Residential,Fri May 16 00:00:00 EDT 2008,341000,38.66841,-121.494639,Fri
5725 BALFOR RD,ROCKLIN,095765,CA,5,3,2606,Residential,Fri May 16 00:00:00 EDT 2008,346375,38.807816,-121.270008,Fri
4821 HUTSON WAY,ELK GROVE,095757,CA,5,3,2877,Residential,Fri May 16 00:00:00 EDT 2008,349000,38.386239,-121.448159,Fri
4509 WINJE DR,ANTELOPE,095843,CA,3,2,2960,Residential,Fri May 16 00:00:00 EDT 2008,350000,38.709513,-121.359357,Fri
6709 ROSE BRIDGE DR,ROSEVILLE,095678,CA,3,2,2172,Residential,Fri May 16 00:00:00 EDT 2008,350000,38.792461,-121.275711,Fri
281 SPYGLASS HL,ROSEVILLE,095678,CA,3,2,2100,Condo,Fri May 16 00:00:00 EDT 2008,350000,38.762153,-121.283451,Fri
7709 RIVER VILLAGE DR,SACRAMENTO,095831,CA,3,2,1795,Residential,Fri May 16 00:00:00 EDT 2008,351000,38.483212,-121.54019,Fri
506 BEDFORD CT,ROSEVILLE,095661,CA,4,2,2295,Residential,Fri May 16 00:00:00 EDT 2008,360000,38.733985,-121.236766,Fri
9048 PINTO CANYON WAY,ROSEVILLE,095747,CA,4,3,2577,Residential,Fri May 16 00:00:00 EDT 2008,367463,38.792493,-121.331899,Fri
14004 WALNUT AVE,WALNUT GROVE,095690,CA,3,1,1727,Residential,Fri May 16 00:00:00 EDT 2008,380000,38.247659,-121.515129,Fri
6905 FRANKFORT CT,ELK GROVE,095758,CA,3,2,1485,Residential,Fri May 16 00:00:00 EDT 2008,380578,38.429139,-121.423444,Fri
3621 WINTUN DR,CARMICHAEL,095608,CA,3,2,1655,Residential,Fri May 16 00:00:00 EDT 2008,386222,38.629929,-121.323086,Fri
1975 SIDESADDLE WAY,ROSEVILLE,095661,CA,3,2,2049,Residential,Fri May 16 00:00:00 EDT 2008,395500,38.737872,-121.249025,Fri
9677 PILLITERI CT,ELK GROVE,095757,CA,5,3,2875,Residential,Fri May 16 00:00:00 EDT 2008,397000,38.405571,-121.445186,Fri
556 PLATT CIR,EL DORADO HILLS,095762,CA,4,2,2199,Residential,Fri May 16 00:00:00 EDT 2008,400000,38.656299,-121.079783,Fri
1124 PERKINS WAY,SACRAMENTO,095818,CA,2,1,1304,Residential,Fri May 16 00:00:00 EDT 2008,413500,38.551611,-121.504437,Fri
4748 SALEM WAY,CARMICHAEL,095608,CA,3,2,2334,Residential,Fri May 16 00:00:00 EDT 2008,415000,38.634111,-121.353376,Fri
1484 RADCLIFFE WAY,AUBURN,095603,CA,4,3,2278,Residential,Fri May 16 00:00:00 EDT 2008,420454,38.935579,-121.079018,Fri
51 AIKEN WAY,SACRAMENTO,095819,CA,3,1,1493,Residential,Fri May 16 00:00:00 EDT 2008,425000,38.579326,-121.44252,Fri
700 HUNTER PL,FOLSOM,095630,CA,5,3,2787,Residential,Fri May 16 00:00:00 EDT 2008,441000,38.66051,-121.163689,Fri
1240 FAY CIR,SACRAMENTO,095831,CA,5,3,2824,Residential,Fri May 16 00:00:00 EDT 2008,445000,38.506371,-121.514456,Fri
1113 SANDWICK WAY,FOLSOM,095630,CA,4,3,3261,Residential,Fri May 16 00:00:00 EDT 2008,446000,38.673882,-121.105077,Fri
3108 DELWOOD WAY,SACRAMENTO,095821,CA,4,2,2053,Residential,Fri May 16 00:00:00 EDT 2008,450000,38.621566,-121.370882,Fri
3212 CORNICHE LN,ROSEVILLE,095661,CA,4,3,2379,Residential,Fri May 16 00:00:00 EDT 2008,455000,38.750577,-121.232768,Fri
8217 PLUMERIA AVE,FAIR OAKS,095628,CA,3,2,3173,Residential,Fri May 16 00:00:00 EDT 2008,525000,38.650735,-121.258628,Fri
3863 LAS PASAS WAY,SACRAMENTO,095864,CA,3,1,1348,Residential,Fri May 16 00:00:00 EDT 2008,545000,38.588936,-121.373606,Fri
1165 37TH ST,SACRAMENTO,095816,CA,2,1,1252,Residential,Fri May 16 00:00:00 EDT 2008,575000,38.568438,-121.457854,Fri
203 CASCADE FALLS DR,FOLSOM,095630,CA,4,3,3229,Residential,Fri May 16 00:00:00 EDT 2008,575000,38.703962,-121.1871,Fri
9880 IZILDA CT,SACRAMENTO,095829,CA,5,4,3863,Residential,Fri May 16 00:00:00 EDT 2008,598695,38.45326,-121.32573,Fri
620 KESWICK CT,GRANITE BAY,095746,CA,4,3,2356,Residential,Fri May 16 00:00:00 EDT 2008,600000,38.732096,-121.219142,Fri
8432 BRIGGS DR,ROSEVILLE,095747,CA,5,3,3579,Residential,Fri May 16 00:00:00 EDT 2008,610000,38.78861,-121.339495,Fri
9401 BARREL RACER CT,WILTON,095693,CA,4,3,4400,Residential,Fri May 16 00:00:00 EDT 2008,884790,38.415298,-121.194858,Fri
14151 INDIO DR,SLOUGHHOUSE,095683,CA,3,4,5822,Residential,Fri May 16 00:00:00 EDT 2008,2000,38.490447,-121.129337,Fri
7401 TOULON LN,SACRAMENTO,095828,CA,4,2,1512,Residential,Thu May 15 00:00:00 EDT 2008,56950,38.488628,-121.387759,Thu
9127 NEWHALL DR Unit 34,SACRAMENTO,095826,CA,1,1,611,Condo,Thu May 15 00:00:00 EDT 2008,60000,38.542419,-121.359904,Thu
5937 BAMFORD DR,SACRAMENTO,095823,CA,2,1,876,Residential,Thu May 15 00:00:00 EDT 2008,61000,38.471139,-121.432255,Thu
5672 HILLSDALE BLVD,SACRAMENTO,095842,CA,2,1,933,Condo,Thu May 15 00:00:00 EDT 2008,62000,38.670467,-121.359799,Thu
3920 39TH ST,SACRAMENTO,095820,CA,2,1,864,Residential,Thu May 15 00:00:00 EDT 2008,68566,38.539213,-121.46393,Thu
701 JESSIE AVE,SACRAMENTO,095838,CA,2,1,1011,Residential,Thu May 15 00:00:00 EDT 2008,70000,38.643978,-121.449562,Thu
83 ARCADE BLVD,SACRAMENTO,095815,CA,4,2,1158,Residential,Thu May 15 00:00:00 EDT 2008,80000,38.618716,-121.466327,Thu
601 REGGINALD WAY,SACRAMENTO,095838,CA,3,2,1092,Residential,Thu May 15 00:00:00 EDT 2008,85500,38.64472,-121.452228,Thu
550 DEL VERDE CIR,SACRAMENTO,095833,CA,2,1,956,Condo,Thu May 15 00:00:00 EDT 2008,92000,38.627147,-121.500799,Thu
4113 DAYSTAR CT,SACRAMENTO,095824,CA,2,2,1139,Residential,Thu May 15 00:00:00 EDT 2008,93600,38.520469,-121.458606,Thu
7374 TISDALE WAY,SACRAMENTO,095822,CA,3,1,1058,Residential,Thu May 15 00:00:00 EDT 2008,95000,38.488238,-121.472561,Thu
3348 RIO LINDA BLVD,SACRAMENTO,095838,CA,3,2,1040,Residential,Thu May 15 00:00:00 EDT 2008,97750,38.628842,-121.446127,Thu
3935 LIMESTONE WAY,SACRAMENTO,095823,CA,3,2,1354,Residential,Thu May 15 00:00:00 EDT 2008,104000,38.484374,-121.463157,Thu
6208 GRATTAN WAY,NORTH HIGHLANDS,095660,CA,3,1,1051,Residential,Thu May 15 00:00:00 EDT 2008,105000,38.679279,-121.376615,Thu
739 E WOODSIDE LN Unit E,SACRAMENTO,095825,CA,1,1,682,Condo,Thu May 15 00:00:00 EDT 2008,107666,38.578675,-121.409951,Thu
4225 46TH AVE,SACRAMENTO,095824,CA,3,1,1161,Residential,Thu May 15 00:00:00 EDT 2008,109000,38.511893,-121.457676,Thu
1434 BELL AVE,SACRAMENTO,095838,CA,3,1,1004,Residential,Thu May 15 00:00:00 EDT 2008,110000,38.647398,-121.432914,Thu
5628 GEORGIA DR,NORTH HIGHLANDS,095660,CA,3,1,1229,Residential,Thu May 15 00:00:00 EDT 2008,110000,38.669587,-121.379879,Thu
7629 BETH ST,SACRAMENTO,095832,CA,3,2,1249,Residential,Thu May 15 00:00:00 EDT 2008,112500,38.480126,-121.487869,Thu
2277 BABETTE WAY,SACRAMENTO,095832,CA,3,2,1161,Residential,Thu May 15 00:00:00 EDT 2008,114800,38.479593,-121.48434,Thu
